,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,bus_id
all,tea shop 2,love tea 2,acquired taste 1,really helped also like 1,really helped 1,purchases eventually get free tea 1,purchases eventually get free 1,purchases eventually get 1,purchases eventually 1,pots cups staff always helpful 1,pots cups staff always 1,pots cups staff 1,pots cups 1,place specifically revolved around tea 1,place specifically revolved around 1,place specifically revolved 1,place specifically 1,place buy tea edmonton loved 1,place buy tea edmonton 1,place buy tea 1,place buy 1,tc6Qtzos9S09eRlHHrNUbQ
all,olive garden 10,take order 2,cheese ravioli 2,husband never 2,ever olive 2,last night 2,ever olive garden 2,good first 2,good crazy 2,soup salad 2,food ready 2,entr es 2,go back 2,reason made location special place 1,reason chicken unusual texture 1,reason stars simple staff 1,really think 1,really think expanding 1,reason chicken 1,reason chicken unusual 1,reason stars simple 1,fdfbWBkI_4HCpbA_6QSk2A
all,papa john 2,bread sticks 2,really know menu well like 1,quoted also gentleman delivering 1,quoted also gentleman delivering self 1,really know 1,really know menu 1,really know menu well 1,absolutely delicious 1,reviews ordered delivery know say 1,review pizza 1,review pizza bread 1,review pizza bread sticks 1,review pizza bread sticks brownie 1,reviews ordered 1,reviews ordered delivery 1,quoted also gentleman 1,quoted also 1,prime location overall papa john 1,prime location overall papa 1,prime location overall 1,kDz8qabDO1S-dDTHxETAdA
all,saigon flavours 2,absolute end 1,sauce regular 1,saigon flavours put shame flavour 1,satay rice 1,satay rice noodles 1,satay rice noodles fantastic 1,satay rice noodles fantastic recommendation 1,sauce regular beef 1,saigon flavours put 1,sauce regular beef soup 1,sauce regular beef soup gave 1,say veggies 1,say veggies mean 1,say veggies mean veggies 1,say veggies mean veggies peppers 1,saigon flavours put shame 1,saigon flavours lem tell ya 1,service fantastic snowed 1,saigon flavours lem tell 1,saigon flavours lem 1,h9hL9yEGJtmqclNjG3yHnQ
all,arrives service 1,really enjoyed 1,online decided give try 1,online decided give 1,online decided 1,one best chinese restaurant edmonton 1,one best chinese restaurant 1,one best chinese 1,one best 1,menu deliverytown online decided give 1,menu deliverytown online decided 1,menu deliverytown online 1,menu deliverytown 1,hot arrives service great really 1,hot arrives service great 1,hot arrives service 1,hot arrives 1,great really enjoyed seafood dishes 1,great really enjoyed seafood 1,great really enjoyed 1,great really 1,LB5BpGgvA14iW4UWrHbdSw
all,budget well 1,place excellent quality fast 1,place parking 1,place parking lot 1,place parking lot little 1,place parking lot little busy 1,places stop 1,places stop quick 1,places stop quick healthy 1,places stop quick healthy meal 1,points trying 1,points trying stay 1,points trying stay budget 1,points trying stay budget well 1,price points 1,price points trying 1,price points trying stay 1,price points trying stay budget 1,probably one 1,probably one favourite 1,probably one favourite places 1,sLjrUVcJt6Ngy9C2v7w_kg
all,high quality 6,pom kabab 3,persian restaurants 3,really good 3,chicken leg 2,charcoal grill 2,highly recommend 2,saffron rice 2,plastic containers 2,outside iran 2,place small 2,chicken kabab 2,persian steak ground 1,picked chicken leg 1,picked chicken 1,persians coming tiny place must 1,persians coming tiny place 1,persians coming tiny 1,persians coming 1,persian street food one thing 1,persian street food one 1,i18f21pw0x7g94_oK4oO2w
all,bul go gi 12,bul go 12,go gi 12,korean food 12,best korean 4,bi bim 4,gi house 4,go gi house 4,sprout salad 4,bul go gi house 4,bean sprouts 3,best korean food 3,amazing food 3,bean sprout salad 3,grilled marinated 3,food always 3,always great 3,bean sprout 3,bim bap 3,beef short 3,beef short ribs 3,3YD1ZOh1jn6rN5b5HGjK0w
all,calgary trail 2,strongly recommend 2,beef vindaloo 2,really nice 2,happy hour 2,location moxies 2,professional everything organized delivery food 1,quality fantastic staff excellent manager 1,quality fantastic staff excellent 1,quality fantastic staff 1,quality fantastic 1,quality control part moxies also 1,quality control part moxies 1,quality control part 1,quality control 1,actually nice 1,professional everything organized delivery 1,quality somehow dipped 1,professional everything organized 1,professional everything 1,problems order honestly say worth 1,HsTAssMCw5N_f3fxsdVOnw
all,vi pies 8,pot pie 6,chicken pot pie 6,chicken pot 6,great place 5,lunch menu 4,dinner menu 4,secret garden 3,really enjoy 3,definitely back 3,pies cakes 3,come back 3,food great 3,display case 3,shrimp roll 3,feel like 3,strawberry flavored 2,got ta 2,many times 2,ta love 2,delicious first 2,z_nuzYCFJbfQ83eozdBMnA
all,indian food 15,butter chicken 8,naan bread 5,indian restaurants 4,indian cuisine 4,east indian 4,love zaika 3,indian restaurant 3,definitely recommend 3,would definitely 3,place indian 3,fresh delicious 3,ordered take 3,buffet food 3,mango chicken 3,restaurant well 3,service great 3,swanky decor 2,one best 2,buffet always 2,also good 2,DvDr7_f9D7GPxttfwx-Qxg
all,little india 10,best indian 7,indian food 6,best indian food 5,butter chicken 5,lunch buffet 5,highly recommend 4,dairy free 4,come back 4,indian restaurants 4,indian buffet 3,every time 3,indian restaurant 3,reasonably priced 3,always fresh 3,gluten free 3,food ever 3,one container 3,buffet including 3,salad bar 2,lunch dinner 2,L9abIvtg3xXNzIcWpue5Tw
all,hard boiled 3,first time 3,absolutely delicious 3,bean loroco 3,pupusas corn 2,next time 2,pork bean 2,pork bean loroco 2,ask everything 2,south america 2,cheese empanadas 2,ordered two 2,boiled eggs 2,end meal 2,also ordered 2,feel welcomed 2,homemade tasting 2,specials day 2,pickled cabbage salsa 2,hot sauce 2,pickled cabbage 2,VyKFqPHbrQ7RCv8Uotjarg
all,latin american 5,grocery store 4,tienda latina 4,regular grocery 2,little latin 2,regular grocery store 2,next time 2,could ever 2,could ever want 2,argyll foods 2,would never 2,little shop 2,street food 2,street food place 2,first time 2,latin american corner grocery store 2,blown away 2,anything particular 2,american corner 2,corner grocery store street food 2,american corner grocery 2,RPyGe6IscKzcJDt7iF86lw
all,buttermilk chicken 9,chicken burger 8,buttermilk chicken burger 7,definitely back 4,go burger 4,mushroom burger 4,burger place 3,must try 3,yeg burger 3,hidden gem 3,good fries 3,onion rings 3,burger great 3,first time 3,week without 2,make sure 2,fries friendly 2,really good 2,burger mushroom 2,amazing fries 2,burger menu 2,KMb0sa-n9D-f5Ua1KWP3Pw
all,food good 4,japanese village 2,staff always 2,drinks good 2,always fresh 2,food always 2,across us 1,plentiful sesame steak sauce 1,prepared front 1,poultry seafood well japanese specialties 1,poultry seafood well japanese 1,poultry seafood well 1,poultry seafood 1,plentiful sesame steak sauce addictive 1,plentiful sesame steak 1,prepared front entertaining place 1,plentiful sesame 1,pleasant meals excellent would definitely 1,pleasant meals excellent would 1,pleasant meals excellent 1,pleasant meals 1,epstNbw4UylgTRuD271E_A
all,mother day brunch 2,mother day 2,day brunch 2,advance servers 1,places brunch 1,mother day brunch yet disappointed 1,near window 1,near window sat 1,near window sat vacant 1,near window sat vacant entire 1,none tasty 1,none tasty continue 1,none tasty continue go 1,none tasty continue go selkirk 1,places brunch like 1,mother day brunch long food 1,places brunch like moose 1,places brunch like moose factory 1,quality remains 1,reservation made 1,reservation made several 1,Wfo0whmkEGAL1VT0VuhWxA
all,like eating 2,good quality 2,fast food restaurant 2,fast food 2,extra sauce 2,food restaurant 2,proportion excellent staff friendly always 1,preference overall service great food 1,pretty nice 1,pretty nice almost 1,quality cost low 1,quality cost 1,pretty nice almost feel 1,pretty nice almost feel like 1,pretty sure 1,pretty sure go 1,pretty sure go week 1,proportion excellent staff friendly 1,proportion excellent staff 1,prices keep 1,preference overall service great 1,y-s2WK3sD8IkeB8FEJyC7Q
all,noodle soup 4,vietnamese chinese 2,spring rolls 2,quick efficient 2,service quick efficient 2,service quick 2,something different 2,quick service complimentary tea yummy 1,quick efficient soup 1,rare beef 1,quick service complimentary tea 1,rare beef shrimp 1,quick service complimentary 1,rare beef shrimp beef 1,quick service 1,quick efficient soup often arrive 1,quick efficient soup often 1,across noodle 1,quick efficient ass kissing know 1,quick efficient ass kissing 1,reasonable two 1,LhjabC3yNVMBD9ENyXkB6A
all,crispy crunch 5,best sushi 4,highly recommend 4,maki rolls 4,quality fresh 4,great food 4,miso soup 4,fresh delicious 4,first time 3,service great 3,quality fresh delicious 3,quality fresh delicious never 3,great environment craving great 3,eat least 3,service outstanding 3,service outstanding great 3,least week service outstanding great 3,least week service outstanding 3,least week service 3,least week 3,stone bowl 3,L0aY9-xBlD0-yWpn1YoSqA
all,lava rock 4,rock grill 3,great little 2,definitely coming 2,definitely coming back 2,service amazing 2,eat sushi 2,showed us 2,best value 2,coming back 2,highly recommend 2,lava rock grill 2,mayfield common 2,quality receive written review 1,quality receive written review restaurant 1,quality phenomenal 1,quality phenomenal service 1,quick friendly 1,quality steak side dishes included 1,quality steak side dishes 1,quality steak side 1,Jm8bE3aMTNTQf8IMH-LNHQ
all,italian centre 4,bar italia 4,little italy 3,love love 2,coffee shop 2,world cup 2,get cannoli 2,love place 2,good cappuccino 2,go place 2,anything else 2,packed somewhat poorly cleared going 1,pannini depending 1,overcame difficulty choosing 1,paninos pizza baked treats soups 1,overcame difficulty choosing many 1,paninos pizza baked treats 1,paninos pizza baked 1,paninos pizza 1,paintings walls italy well standard 1,paintings walls italy well 1,dq-02omJz_ufg1F-BME0kg
all,anywhere near 1,anywhere near one 1,poutine city speak 1,poutine city 1,one weekly 1,next level location anywhere near 1,next level location anywhere 1,next level location 1,next level 1,near one weekly 1,near one 1,location anywhere near one weekly 1,location anywhere near one 1,location anywhere near 1,location anywhere 1,level location anywhere near one 1,level location anywhere near 1,level location anywhere 1,level location 1,hands best donaire poutine city 1,hands best donaire poutine 1,1q7G2xc-iHfj5mAuHrey-g
all,de dutch 19,smoked salmon 8,french toast 6,first time 6,dutch pancakes 5,would definitely 4,maple syrup 4,breakfast spot 4,food delicious 4,food service 4,dutch pancake 4,back try 3,would definitely recommend 3,definitely recommend 3,orange juice 3,grilled cheese 3,stroop syrup 3,whipped cream 3,looks like 3,wanted try 3,breakfast places 3,atjljIC2390IAk9d0ab-3Q
all,time pub 2,actually delicious 1,pepper wings never spend 1,pool tables standard food 1,pool tables standard 1,pool tables 1,place start night end night 1,place start night end 1,place start night 1,place start 1,pizza change life one favorite 1,pizza change life one 1,pizza change life 1,pizza change 1,pepper wings never spend hours 1,pepper wings never 1,pretty confident 1,pepper wings 1,one favorite things whole world 1,one favorite things whole 1,one favorite things 1,INOGmv-Mcb4ZPuMltrIucQ
all,best ever 2,spring rolls 2,favourite places 2,opened know staff well 1,peanut sauce best ever yummy 1,place grab delicious meal 1,place grab delicious 1,place grab 1,personally going quan since opened 1,personally going quan since 1,personally going quan 1,personally going 1,peanut sauce best ever 1,opened know staff well even 1,place grab delicious meal go 1,peanut sauce 1,opened know staff 1,order always accommodating appreciate regular 1,order always accommodating appreciate 1,order always accommodating 1,order always 1,9RnDHj65DdKvf06XLGbjBg
all,food truck 3,ale sauce 1,planning wedding would part 1,pickles mushrooms meat going work 1,pie quite 1,pie quite tasty 1,pie quite tasty made 1,pie quite tasty made traditional 1,planning wedding 1,planning wedding would 1,planning wedding would part food 1,pork one thing 1,pleasantly surprised 1,pleasantly surprised shepard 1,pleasantly surprised shepard pie 1,pleasantly surprised shepard pie quite 1,ploughman jacket 1,ploughman jacket potato 1,ploughman jacket potato really 1,ploughman jacket potato really need 1,pickles mushrooms meat going 1,7SGcY2WxuSkuvBAxWGbMaw
all,food always 3,always come 3,location service 2,thank thank 2,food amazing 2,th street 2,thank jerrod 2,spinach dip 2,service great 2,pizza spinach 1,personal recommendations everything ordered asked 1,phenomenal food bad earls 1,phenomenal food bad 1,pizza spinach dip 1,phenomenal food 1,pizza spinach dip dynamite 1,phenomenal food bad earls every 1,able make 1,personal recommendations everything ordered 1,personal recommendations 1,personal giving woman blankets beacuse 1,H8NzEpTwTFctXf31M_wp9A
all,prime rib 4,jubilations dinner 4,dinner theatre 3,great time 3,silly place 3,pretty good 2,west ed 2,cast characters 2,love jubilations 2,definitely worth 2,amazing food 2,new location 2,dinner theater 2,live edmonton 2,jubilations dinner theater 2,serving staff 2,going get 2,good enough 2,food great 2,jubilations dinner theatre 2,wait go back 2,u5vWKHnWPQgQCVTcXOT-jg
all,royal pizza 4,always get 3,service quality 2,quality food 2,food love 2,meat lovers 2,lots toppings 2,go disappointed 2,best pizza 2,best pizza town 2,pizza best 2,pizza town 2,best ever 2,place go 2,restaurant always 2,pizza like 2,want pizza 2,plan pick 1,plan order select reviews location 1,plan order select reviews 1,plan order select 1,FGkLW4cygmUGD_AwTBwobQ
all,pickle soup 16,dill pickle 12,dill pickle soup 12,continental treat 9,gluten free 7,dining experience 5,one best 4,beet soup 4,highly recommend 4,food great 3,comfort food 3,whyte ave 3,chicken schnitzel 3,old world 3,polish cutlet 3,great people 3,every time 3,place amazing question dill soup 2,tried last 2,european food 2,question dill soup top 2,2C1woaOBpUC2iEpvKx96gg
